"B2_TKR180900710_HT3YJCCXY_L6_sc1" "B2_TKR180900710_HT3YJCCXY_L6_sc2" "B2_TKR180900710_HT3YJCCXY_L6_sc3" "B2_TKR180900710_HT3YJCCXY_L6_sc4" "B2_TKR180900710_HT3YJCCXY_L6_sc5" "B2_TKR180900710_HT3YJCCXY_L6_sc6" "B2_TKR180900710_HT3YJCCXY_L6_sc7" "B2_TKR180900710_HT3YJCCXY_L6_sc8" "B2_TKR180900710_HT3YJCCXY_L6_sc55" "B2_TKR180900710_HT3YJCCXY_L6_sc56" "B2_TKR180900710_HT3YJCCXY_L6_sc57" "B2_TKR180900710_HT3YJCCXY_L6_sc58" "B2_TKR180900710_HT3YJCCXY_L6_sc59" "B2_TKR180900710_HT3YJCCXY_L6_sc60" "B2_TKR180900710_HT3YJCCXY_L6_sc61" "B2_TKR180900710_HT3YJCCXY_L6_sc62" "B2_TKR180900710_HT3YJCCXY_L6_sc63" "B2_TKR180900710_HT3YJCCXY_L6_sc64" "B2_TKR180900710_HT3YJCCXY_L6_sc65" "B2_TKR180900710_HT3YJCCXY_L6_sc66" "B2_TKR180900710_HT3YJCCXY_L6_sc67" "B2_TKR180900710_HT3YJCCXY_L6_sc68" "B2_TKR180900710_HT3YJCCXY_L6_sc69" "B2_TKR180900710_HT3YJCCXY_L6_sc70" "B2_TKR180900710_HT3YJCCXY_L6_sc71" "B2_TKR180900710_HT3YJCCXY_L6_sc72" "B2_TKR180900710_HT3YJCCXY_L6_sc74" "B2_TKR180900710_HT3YJCCXY_L6_sc75" "B2_TKR180900710_HT3YJCCXY_L6_sc76" "B2_TKR180900710_HT3YJCCXY_L6_sc77" "B2_TKR180900710_HT3YJCCXY_L6_sc78" "B2_TKR180900710_HT3YJCCXY_L6_sc79" "B2_TKR180900710_HT3YJCCXY_L6_sc80" "B2_TKR180900710_HT3YJCCXY_L6_sc81" "B2_TKR180900710_HT3YJCCXY_L6_sc82" "B2_TKR180900710_HT3YJCCXY_L6_sc83" "B2_TKR180900710_HT3YJCCXY_L6_sc84" "B2_TKR180900710_HT3YJCCXY_L6_sc85" "B2_TKR180900710_HT3YJCCXY_L6_sc86" "B2_TKR180900710_HT3YJCCXY_L6_sc88" "B2_TKR180900710_HT3YJCCXY_L6_sc89" "B2_TKR180900710_HT3YJCCXY_L6_sc90" "B2_TKR180900710_HT3YJCCXY_L6_sc91" "B2_TKR180900710_HT3YJCCXY_L6_sc92" "B2_TKR180900710_HT3YJCCXY_L6_sc93" "B2_TKR180900710_HT3YJCCXY_L6_sc94" "FL4_TKR180900708_HT3YJCCXY_L6_sc1" "FL4_TKR180900708_HT3YJCCXY_L6_sc2" "FL4_TKR180900708_HT3YJCCXY_L6_sc3" "FL4_TKR180900708_HT3YJCCXY_L6_sc4" "FL4_TKR180900708_HT3YJCCXY_L6_sc6" "FL4_TKR180900708_HT3YJCCXY_L6_sc7" "FL4_TKR180900708_HT3YJCCXY_L6_sc8" "FL4_TKR180900708_HT3YJCCXY_L6_sc55" "FL4_TKR180900708_HT3YJCCXY_L6_sc56" "FL4_TKR180900708_HT3YJCCXY_L6_sc57" "FL4_TKR180900708_HT3YJCCXY_L6_sc58" "FL4_TKR180900708_HT3YJCCXY_L6_sc59" "FL4_TKR180900708_HT3YJCCXY_L6_sc60" "FL4_TKR180900708_HT3YJCCXY_L6_sc61" "FL4_TKR180900708_HT3YJCCXY_L6_sc62" "FL4_TKR180900708_HT3YJCCXY_L6_sc63" "FL4_TKR180900708_HT3YJCCXY_L6_sc64" "FL4_TKR180900708_HT3YJCCXY_L6_sc65" "FL4_TKR180900708_HT3YJCCXY_L6_sc66" "FL4_TKR180900708_HT3YJCCXY_L6_sc67" "FL4_TKR180900708_HT3YJCCXY_L6_sc68" "FL4_TKR180900708_HT3YJCCXY_L6_sc69" "FL4_TKR180900708_HT3YJCCXY_L6_sc70" "FL4_TKR180900708_HT3YJCCXY_L6_sc71" "FL4_TKR180900708_HT3YJCCXY_L6_sc72" "FL4_TKR180900708_HT3YJCCXY_L6_sc74" "FL4_TKR180900708_HT3YJCCXY_L6_sc75" "FL4_TKR180900708_HT3YJCCXY_L6_sc76" "FL4_TKR180900708_HT3YJCCXY_L6_sc77" "FL4_TKR180900708_HT3YJCCXY_L6_sc78" "FL4_TKR180900708_HT3YJCCXY_L6_sc79" "FL4_TKR180900708_HT3YJCCXY_L6_sc80" "FL4_TKR180900708_HT3YJCCXY_L6_sc81" "FL4_TKR180900708_HT3YJCCXY_L6_sc82" "FL4_TKR180900708_HT3YJCCXY_L6_sc83" "FL4_TKR180900708_HT3YJCCXY_L6_sc84" "FL4_TKR180900708_HT3YJCCXY_L6_sc85" "FL4_TKR180900708_HT3YJCCXY_L6_sc86" "FL4_TKR180900708_HT3YJCCXY_L6_sc87" "FL4_TKR180900708_HT3YJCCXY_L6_sc88" "FL4_TKR180900708_HT3YJCCXY_L6_sc89" "FL4_TKR180900708_HT3YJCCXY_L6_sc90" "FL4_TKR180900708_HT3YJCCXY_L6_sc91" "FL4_TKR180900708_HT3YJCCXY_L6_sc93" "FL4_TKR180900708_HT3YJCCXY_L6_sc94" "H2_TKR180900698_HT3YJCCXY_L5_sc2" "H2_TKR180900698_HT3YJCCXY_L5_sc3" "H2_TKR180900698_HT3YJCCXY_L5_sc5" "H2_TKR180900698_HT3YJCCXY_L5_sc6" "H2_TKR180900698_HT3YJCCXY_L5_sc56" "H2_TKR180900698_HT3YJCCXY_L5_sc57" "H2_TKR180900698_HT3YJCCXY_L5_sc58" "H2_TKR180900698_HT3YJCCXY_L5_sc60" "H2_TKR180900698_HT3YJCCXY_L5_sc62" "H2_TKR180900698_HT3YJCCXY_L5_sc66" "H2_TKR180900698_HT3YJCCXY_L5_sc68" "H2_TKR180900698_HT3YJCCXY_L5_sc69" "H2_TKR180900698_HT3YJCCXY_L5_sc70" "H2_TKR180900698_HT3YJCCXY_L5_sc72" "H2_TKR180900698_HT3YJCCXY_L5_sc73" "H2_TKR180900698_HT3YJCCXY_L5_sc77" "H2_TKR180900698_HT3YJCCXY_L5_sc85" "H2_TKR180900698_HT3YJCCXY_L5_sc87" "H2_TKR180900698_HT3YJCCXY_L5_sc88" "H2_TKR180900698_HT3YJCCXY_L5_sc91" "FL3_TKR180900711_HT3YJCCXY_L6_sc1" "FL3_TKR180900711_HT3YJCCXY_L6_sc2" "FL3_TKR180900711_HT3YJCCXY_L6_sc3" "FL3_TKR180900711_HT3YJCCXY_L6_sc4" "FL3_TKR180900711_HT3YJCCXY_L6_sc5" "FL3_TKR180900711_HT3YJCCXY_L6_sc6" "FL3_TKR180900711_HT3YJCCXY_L6_sc7" "FL3_TKR180900711_HT3YJCCXY_L6_sc8" "FL3_TKR180900711_HT3YJCCXY_L6_sc55" "FL3_TKR180900711_HT3YJCCXY_L6_sc56" "FL3_TKR180900711_HT3YJCCXY_L6_sc57" "FL3_TKR180900711_HT3YJCCXY_L6_sc58" "FL3_TKR180900711_HT3YJCCXY_L6_sc59" "FL3_TKR180900711_HT3YJCCXY_L6_sc60" "FL3_TKR180900711_HT3YJCCXY_L6_sc61" "FL3_TKR180900711_HT3YJCCXY_L6_sc62" "FL3_TKR180900711_HT3YJCCXY_L6_sc63" "FL3_TKR180900711_HT3YJCCXY_L6_sc64" "FL3_TKR180900711_HT3YJCCXY_L6_sc65" "FL3_TKR180900711_HT3YJCCXY_L6_sc66" "FL3_TKR180900711_HT3YJCCXY_L6_sc67" "FL3_TKR180900711_HT3YJCCXY_L6_sc68" "FL3_TKR180900711_HT3YJCCXY_L6_sc69" "FL3_TKR180900711_HT3YJCCXY_L6_sc70" "FL3_TKR180900711_HT3YJCCXY_L6_sc72" "FL3_TKR180900711_HT3YJCCXY_L6_sc73" "FL3_TKR180900711_HT3YJCCXY_L6_sc74" "FL3_TKR180900711_HT3YJCCXY_L6_sc75" "FL3_TKR180900711_HT3YJCCXY_L6_sc76" "FL3_TKR180900711_HT3YJCCXY_L6_sc77" "FL3_TKR180900711_HT3YJCCXY_L6_sc78" "FL3_TKR180900711_HT3YJCCXY_L6_sc79" "FL3_TKR180900711_HT3YJCCXY_L6_sc80" "FL3_TKR180900711_HT3YJCCXY_L6_sc81" "FL3_TKR180900711_HT3YJCCXY_L6_sc82" "FL3_TKR180900711_HT3YJCCXY_L6_sc83" "FL3_TKR180900711_HT3YJCCXY_L6_sc84" "FL3_TKR180900711_HT3YJCCXY_L6_sc85" "FL3_TKR180900711_HT3YJCCXY_L6_sc86" "FL3_TKR180900711_HT3YJCCXY_L6_sc87" "FL3_TKR180900711_HT3YJCCXY_L6_sc88" "FL3_TKR180900711_HT3YJCCXY_L6_sc89" "FL3_TKR180900711_HT3YJCCXY_L6_sc90" "FL3_TKR180900711_HT3YJCCXY_L6_sc91" "FL3_TKR180900711_HT3YJCCXY_L6_sc92" "FL3_TKR180900711_HT3YJCCXY_L6_sc93" "FL3_TKR180900711_HT3YJCCXY_L6_sc94"
"STX11" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 29 0 0 17 0 52 0 0 0 0 2 0 0 0 0 1 0 1 0 0 0 4 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 1 0 0 0 0 4 22 0 0 52 0 0 0 1 0 0 0 0 103 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 33 0 0 0 0 0
"STX12" 0 30 0 24 0 11 0 2 0 15 0 0 0 31 20 5 27 37 1 0 47 0 0 25 1 0 0 0 1 1 0 0 0 1 2 22 0 11 0 0 0 0 0 0 0 0 0 1 0 2 3 1 0 1 0 0 0 0 1 0 17 22 1 0 0 0 0 5 0 0 19 66 0 1 0 10 8 0 0 5 0 0 0 0 0 0 0 0 0 6 0 21 0 0 0 0 0 2 0 1 0 0 0 2 23 0 0 2 10 0 0 0 0 21 0 0 0 0 0 17 0 0 0 0 0 0 0 4 9 0 0 10 16 4 27 3 0 1 1 2 104 4 0 1 0 0 41 0 1 0 13 0 1 0 33 28 0 4
"STX16" 86 134 10 0 0 1 28 0 0 9 94 5 39 0 0 0 14 0 30 28 18 11 11 24 5 6 83 0 1 18 1 9 0 7 4 0 44 1 0 4 27 0 0 52 0 37 4 19 18 41 8 2 0 41 1 7 6 0 14 1 23 2 19 2 0 84 3 0 1 1 35 1 0 2 2 0 13 44 9 10 46 58 2 0 3 0 72 1 31 0 52 16 7 7 9 18 7 2 13 23 2 14 5 125 2 1 8 11 4 0 21 4 0 9 1 11 0 61 7 9 0 3 23 2 0 2 2 4 33 2 0 18 6 8 12 6 0 44 4 4 46 0 2 1 14 0 46 3 2 3 24 1 129 14 57 1 0 47
"STX16-NPEPL1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STX17" 66 0 21 55 0 0 5 4 17 8 26 0 0 0 11 11 18 0 48 16 44 63 0 31 46 0 78 7 2 0 0 15 5 11 1 4 10 0 0 0 0 0 0 6 0 47 0 15 0 0 3 7 0 27 0 24 1 0 0 2 0 0 58 12 2 1 0 0 28 26 0 1 1 2 1 0 21 0 5 0 10 27 0 0 0 0 43 1 0 0 0 17 0 0 14 4 0 81 39 50 0 1 0 2 17 10 59 3 0 3 5 9 1 0 0 19 14 1 8 0 0 0 0 0 0 0 0 0 1 0 1 7 44 4 0 0 2 0 0 0 25 0 0 0 26 0 38 0 0 0 0 0 60 37 16 7 6 0
"STX17-AS1" 43 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 17 27 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40
"STX18" 37 0 0 68 1 4 0 1 1 0 4 38 3 0 0 0 1 15 0 43 19 0 8 0 68 0 59 9 3 0 0 0 10 0 0 0 0 1 0 4 0 0 0 0 0 166 1 0 0 22 0 1 0 24 3 5 0 0 0 2 0 1 16 10 0 0 0 0 43 1 0 25 5 0 17 1 1 0 0 5 0 0 3 0 0 0 4 0 0 0 0 19 0 5 0 4 0 28 12 0 0 0 0 16 0 0 53 0 12 3 0 0 0 0 0 0 0 0 4 5 0 7 16 4 22 1 0 16 27 0 0 1 0 0 0 0 2 0 0 3 24 0 28 25 23 0 0 0 0 0 0 7 26 0 26 0 2 33
"STX18-AS1" 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STX18-IT1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STX19" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STX1A" 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 28 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STX1B" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STX2" 0 0 0 0 0 13 0 11 29 0 0 0 0 0 21 0 0 1 0 0 42 1 0 0 0 0 1 0 0 0 0 4 0 1 0 20 0 0 0 0 0 0 0 0 0 1 0 1 11 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 5 0 0 1 0 0 0 0 0 1 0 1 0 0 0 107 6 0 0 0 4 0 0 0 0 0 0 0 0 55 10 1 1 0 0 0 2 1 0 2 0 0 1 0 5 0 1 0 0 0 0 0 2 0 1 0 1 0 0 32 11 0 0 0 3 0 2 0 0 1 0 1 0 1 0 0 0 0 0 16 0 0 4 1 0 0 0 0 0 46
"STX3" 0 0 13 0 0 0 0 0 0 0 17 24 23 0 0 0 1 0 0 7 0 0 0 0 0 0 0 4 0 0 0 0 12 0 0 0 0 0 0 0 0 0 0 1 0 1 23 3 3 1 8 1 0 1 0 0 0 0 0 1 1 0 1 0 8 30 0 0 0 0 41 1 5 1 64 7 1 3 7 0 0 0 0 5 0 1 0 0 1 0 0 0 13 0 1 2 1 26 0 0 0 0 0 0 1 0 61 3 0 0 6 1 1 0 0 0 5 0 0 0 1 0 0 0 0 0 0 1 0 6 0 3 6 0 0 1 0 0 0 1 0 0 0 2 0 0 0 0 3 149 0 0 2 0 0 10 0 0
"STX4" 51 0 1 0 2 0 0 2 0 0 0 24 5 0 0 0 20 0 0 21 0 0 0 0 0 1 23 2 0 0 0 0 1 0 0 16 9 0 0 1 0 0 0 17 1 0 0 1 1 1 0 0 0 0 0 0 1 0 2 0 0 3 0 0 0 0 11 0 1 0 30 0 0 0 0 1 2 72 0 4 0 0 2 0 0 1 12 2 0 0 0 0 0 0 5 0 0 5 0 0 0 0 0 0 0 7 1 0 0 3 0 0 0 1 0 0 0 0 0 0 4 0 0 0 0 0 0 0 7 1 0 1 0 0 0 0 0 0 0 3 0 0 0 0 0 0 21 26 0 0 2 0 36 0 0 0 0 0
"STX5" 11 30 1 0 1 0 1 1 0 0 1 13 2 0 18 0 4 4 3 7 0 11 2 0 0 5 0 10 0 10 10 0 2 1 2 0 0 0 2 1 0 0 0 0 2 0 31 4 0 1 0 2 0 18 0 1 6 6 0 4 1 0 25 3 1 2 1 1 0 1 14 39 5 2 21 0 23 37 2 0 25 22 1 0 2 0 1 1 1 3 25 20 0 0 1 0 3 4 8 0 0 1 1 1 0 2 14 3 0 0 0 49 9 0 0 0 0 1 0 0 0 0 0 0 0 1 0 21 1 0 1 1 1 3 1 0 0 1 1 0 14 8 0 0 4 0 4 23 2 158 0 1 0 0 0 4 0 1
"STX6" 0 0 1 0 0 0 0 0 0 5 7 24 16 0 0 0 0 0 0 24 0 1 0 7 25 3 0 3 1 0 0 2 8 0 2 17 15 0 0 0 0 0 0 0 0 0 13 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 0 0 1 0 0 0 0 0 9 0 0 0 0 0 0 0 1 0 1 0 0 1 0 0 0 0 0 0 0 4 0 1 0 0 1 0 0 28 0 0 0 0 2 0 0 0 0 0 2 0 16 0 0 0 0 0 1 0 0 0 0 0 1 0 2 0 0 0 0 0 0 15 0 0 0 2 1 0 0 1 0 1 0 1 0 0 0 0 0
"STX7" 92 0 24 0 0 7 0 0 20 0 0 55 0 0 0 31 27 3 15 21 17 36 0 12 16 13 65 0 2 1 15 2 37 6 0 56 16 2 18 2 0 0 0 0 18 5 63 9 1 1 0 3 2 41 0 1 0 8 0 6 1 9 7 10 0 1 92 3 1 2 19 1 9 2 56 0 8 2 14 4 1 13 4 1 5 0 65 5 23 0 90 56 4 6 13 0 5 57 17 7 2 1 4 1 6 2 31 9 10 7 19 0 1 35 0 2 8 0 0 1 0 0 1 3 22 16 0 43 1 14 2 10 71 2 1 1 2 33 8 4 38 5 61 49 0 8 13 70 2 1 0 9 18 20 35 14 12 3
"STX8" 0 6 2 21 0 1 68 2 2 0 0 1 82 5 16 0 2 43 15 12 0 150 26 0 31 23 86 8 0 38 0 0 120 18 0 1 0 2 63 4 2 0 0 0 10 39 3 68 17 41 5 8 0 30 1 7 33 0 19 10 25 27 18 2 2 2 2 0 16 94 1 138 5 4 76 0 1 69 14 12 1 12 3 103 19 1 67 0 3 10 3 43 0 0 8 0 2 13 19 3 0 0 3 20 32 1 59 3 6 0 0 26 1 90 2 0 0 0 0 15 7 0 1 0 1 1 1 3 18 1 0 1 1 1 14 0 1 86 1 2 30 24 29 35 1 5 155 0 10 0 16 8 73 1 38 35 9 0
"STXBP1" 0 1 0 0 0 0 0 0 0 0 11 0 0 0 0 0 0 0 0 16 0 0 0 0 17 1 0 0 0 0 0 0 0 0 0 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STXBP2" 154 188 38 94 7 0 61 8 40 10 71 71 76 29 62 52 162 53 47 48 42 88 30 6 31 87 65 0 7 4 25 12 126 56 7 118 117 3 114 5 26 110 68 44 1 119 7 75 1 3 5 27 1 18 6 9 1 4 12 13 95 32 4 1 3 1 75 2 33 26 36 68 14 5 339 6 26 319 12 0 1 35 3 76 5 9 186 22 3 4 30 52 0 2 7 3 8 79 27 3 19 4 10 38 138 27 192 7 2 4 3 0 11 1 0 0 26 11 0 21 7 0 15 3 1 6 0 13 37 0 1 2 137 16 17 3 0 0 5 3 121 22 17 2 14 1 73 28 8 2 18 2 45 24 58 170 5 1
"STXBP3" 88 6 3 2 0 0 0 0 0 0 5 24 19 30 0 4 28 0 0 0 17 27 0 5 0 3 30 5 2 2 2 0 38 16 0 15 1 3 12 0 1 0 0 17 1 0 15 6 0 1 2 8 1 9 0 0 1 2 0 0 3 26 1 7 0 0 35 1 0 1 25 2 0 1 14 9 0 23 3 1 0 23 0 0 2 3 64 16 5 0 0 0 6 1 1 1 0 34 1 0 0 0 1 7 16 0 6 0 0 0 1 0 0 0 0 2 0 9 7 0 1 0 0 1 0 0 0 0 3 0 15 0 24 3 5 1 0 0 0 2 71 0 0 2 2 0 1 0 0 34 3 3 1 0 0 55 2 0
"STXBP4" 3 7 3 0 0 0 13 0 11 5 3 0 0 0 0 0 0 28 0 5 10 11 0 0 0 0 0 3 0 0 0 0 0 0 1 0 27 0 53 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 0 3 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 0 0 0 0 1 1
"STXBP5" 1 167 42 229 3 0 46 4 1 8 24 63 91 58 77 16 42 3 67 7 10 16 11 1 1 9 27 0 1 98 3 1 18 66 11 53 29 8 0 0 42 0 0 0 1 79 9 226 0 1 5 7 0 0 0 0 0 2 0 3 41 57 2 0 0 0 1 1 0 0 128 3 0 2 1 0 1 167 1 5 0 0 2 1 9 51 70 0 12 0 0 19 2 0 2 1 0 13 0 0 0 0 0 25 0 18 17 6 4 0 4 1 2 0 60 0 2 5 0 0 0 0 0 16 2 1 0 28 0 1 0 24 1 21 0 0 0 0 1 0 0 3 0 1 28 0 60 0 0 47 0 0 1 0 0 0 0 1
"STXBP5-AS1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 15 0 0 0 0 0 0 0 54 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STXBP5L" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
"STXBP6" 0 0 13 219 0 0 0 3 0 2 0 31 20 0 37 29 94 0 38 34 46 0 0 0 0 47 0 0 1 0 0 0 0 3 0 0 0 2 0 3 0 0 0 1 0 15 0 17 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 0 0 4 0 1 0 0 0 2 0 3 0 0 0 0 0 0 0 0 0 0 1 0 0 0 8 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STYK1" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
"STYX" 45 1 14 0 0 0 0 3 10 0 13 45 0 1 85 0 1 8 0 16 30 24 28 4 9 0 0 0 0 0 0 1 6 4 0 0 0 1 19 0 0 26 0 0 5 1 0 0 4 0 4 0 0 0 0 0 0 1 0 0 0 45 24 0 2 1 0 0 0 0 25 35 0 2 23 20 7 2 2 0 0 24 0 0 0 0 0 3 1 0 0 0 3 0 0 0 0 1 3 23 0 1 2 43 0 0 24 2 4 0 5 1 0 0 0 0 0 0 5 6 2 0 0 0 0 0 0 0 0 0 0 1 45 0 0 4 0 0 0 2 1 3 0 20 5 1 34 31 0 0 10 0 0 1 0 0 3 0
