,TCGA-NJ-A4YG-01,TCGA-05-4420-01,TCGA-L9-A444-01,TCGA-55-1594-01,TCGA-78-8648-01,TCGA-55-8085-01,TCGA-55-7281-01,TCGA-38-4630-01,TCGA-91-6848-01,TCGA-49-4486-01,TCGA-55-7728-01,TCGA-55-A492-01,TCGA-86-7954-01,TCGA-55-8619-01,TCGA-NJ-A55O-01,TCGA-44-2655-01,TCGA-55-8206-01,TCGA-NJ-A7XG-01,TCGA-MP-A4TK-01,TCGA-J2-8194-01,TCGA-55-7913-01,TCGA-78-7633-01,TCGA-44-3919-01,TCGA-55-A4DF-01,TCGA-64-1677-01,TCGA-95-8039-01,TCGA-86-7714-01,TCGA-O1-A52J-01,TCGA-50-5942-01,TCGA-05-4390-01,TCGA-78-7156-01,TCGA-38-4626-01,TCGA-55-5899-01,TCGA-97-7552-01,TCGA-MP-A4TI-01,TCGA-50-5068-01,TCGA-55-8094-01,TCGA-73-4670-01,TCGA-86-8056-01,TCGA-44-5644-01,TCGA-44-7662-01,TCGA-78-7145-01,TCGA-50-5946-01,TCGA-44-2665-01,TCGA-49-4494-01,TCGA-67-6217-01,TCGA-97-7937-01,TCGA-35-3615-01,TCGA-91-6840-01,TCGA-86-8074-01
RP11-566H8.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM10,2.6,3.2,2.6,4.2,3,2.9,2.7,2.6,4,2.3,2.8,2.1,3.1,3.3,2.7,3,3.2,2.4,3.4,3,3,3.3,2.6,3.1,2.7,2.9,2.4,2.4,2.6,2.5,3,3.3,3.3,3.9,3.1,2.5,2.8,3.6,3.3,3.2,3.5,3.3,3.6,3.4,3,2.7,3,2.3,3.4,3.1
FOS,6.6,4.9,4.9,4.3,7.7,4.8,7.9,3.9,6,6,7.2,7.2,5.6,6.6,7.7,7.6,7.7,6.4,6.4,6.7,6.5,7.8,5.6,6.2,4.8,5.1,4,7.9,5.8,6.3,6.4,6.6,5.2,6.3,6.2,6.8,6.8,6.9,5.7,6.2,5,7.5,5.8,5.2,5.6,5.5,4.8,5.6,4.5,7.4
FAM86HP,1.2,1.3,1.1,0.9,0.7,2.6,0.8,2.3,0.7,0.7,1.4,0.5,1.1,1,1.1,1.1,1.2,1.6,0.8,0.7,1.7,0.7,1,1.7,1.3,1.5,0.8,1.3,1.3,0.5,1.5,1,0.5,0.7,1,0.8,0.9,1.4,1.4,1,1.2,1.2,2.3,1.7,0.7,0.9,1.4,0.9,1.9,1.7
LINC01388,0.1,0,0.2,0.1,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0.2,0
AL589931.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0
IFNL3P1,0,0,0.1,0,0.1,0,0.1,0.5,0.3,0.2,0.1,0,1.1,0.3,0.2,0.2,0.6,0.1,0.1,0,0.6,0,0.4,0.1,0.3,0.7,0.2,0.3,0.7,0,0.1,0.2,0.2,0.1,0.2,0.1,0,0.6,0.1,0,0,0.1,0.2,0.1,0.1,0.1,0.1,0.2,2.4,0.1
DDX25,0,0,0,0,0,0,0,1.3,0.5,0.1,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0
PRR22,1.4,1,1,0.6,0.7,0.7,0.8,0.7,1.1,0.4,1.8,0.8,0.9,1.4,1.1,0.4,0.6,1.2,0.9,0.6,0.7,0.2,0.9,0.8,1.2,1.6,0.5,1.9,0.5,0.4,0.6,0.8,0.8,0.5,1.4,0.3,1.6,0.5,0.7,1.7,0.7,0.4,0.2,1.1,0.5,0.5,0.3,0.7,1.4,0.6
AC091962.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SETMAR,2.4,2.8,1.8,2.4,2.1,2.3,2.2,3.2,2.4,2.8,1.7,1.9,2.1,1.8,1.6,2.4,2.1,1.6,2.4,2.9,2.8,2.2,2.7,1.8,2.3,2.5,2,2.1,1.9,2,3,1.7,2.7,1.8,2,2.9,1.7,2.1,2.1,1.8,1.9,2.3,2.1,2.6,2.9,1.8,2.1,3.7,2.1,2.5
RNA5SP359,0,0,0.6,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0
MESTIT1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIR6779,0,0.2,0.6,0,0,0.3,0.4,0.4,0.7,0,0.3,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0,0,0,0,0,0.2,0.7,0,0,0,0.3,0,0,0,0,0,0,0
HOMER2P2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0
RNA5SP287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-498C9.4,1.6,1.3,1.9,0.8,0.8,2.1,0.2,0.6,0.6,0.1,1.4,1.7,1.1,0.9,1.1,0.1,0.7,1.3,1.6,0.4,1,0.4,1.1,1.2,2.1,0.8,0.2,2,0,0.9,0.8,0.6,0.5,0.2,1.5,1.4,1.1,0.3,0.9,1.9,1.4,0.2,1.6,1.4,0.3,1.2,1.4,1,0.5,0.7
CLDN6,0.3,0.2,2,1.9,0.9,1.1,0.5,6.8,2.2,0,0.1,0.5,0.9,0.2,0.1,0.3,0.2,0.8,0,2.6,0.5,2.2,0,1.2,1,0.2,0.1,1.7,0,0.1,0.5,0.2,0,0.2,0.1,1.6,0.2,0.1,0.2,0.2,8.8,0.1,0.1,0,0.1,6.2,1,0,8.3,3.5
DSE,1.2,1.1,1.4,1.5,2.3,1.3,1.6,1.7,4.7,0.5,1.3,0.6,2.1,1.7,0.9,1.1,2.2,0.6,2,1.7,0.6,0.7,2.1,1.7,0.8,1.9,1.5,1.3,1.2,1.1,0.8,2.1,1.5,1.7,3,1.9,0.5,1.4,1.4,0.6,2.3,1.6,0.8,3.4,1.3,1.2,1.1,0.9,1.2,2.7
E2F3-IT1,0,0,0,0,0,0.2,0,0,0.1,0,0.1,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0
GPRC5A,6.7,4.2,5.3,4.2,4.6,3.9,7.1,0.8,3.8,7.8,5.5,6.7,4.9,6.8,7.7,6.1,5.1,7.4,5.9,5.7,4.6,7.7,5.7,5.5,5,6.6,5.4,6.1,4.6,4.6,7.7,7,0.1,6.6,5.9,5.2,5.8,6.3,7,1.9,6.2,6.4,6.1,4.5,5.3,6,7.5,6.7,5.2,4.5
UBE2Q2P12,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.3,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
HTR5A-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-561E1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000889.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADIPOQ,0,0,0,0,0,0,0,0,0.2,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0
RNU6-1168P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAFF,2.4,1.9,2.4,3.7,3.5,2.3,3.1,2.2,3.4,2.3,3.6,1.7,1.8,3.6,3,2.6,2.3,3.1,2.4,2.8,3.5,2.5,2,2.8,1.8,2.5,1.6,1.8,2.1,3.2,2,2.9,2.5,2.6,2.6,2.3,2.9,3.4,3,3.7,2.7,2.9,2.3,2.7,2.2,2.1,2,1.8,2.3,3.1
BEND3P1,0.1,1,0.1,1,0.5,1.2,0.1,0.2,1.3,0,0.3,0.7,0.9,1.1,0.2,0.3,0,0,0.9,0,2.1,0.9,0.2,0.5,0,0.6,0.8,0.2,0.1,0.4,0.2,0,1.6,0.6,0.2,0.5,0.1,0.3,1,0.5,0.1,0.6,1.4,0.9,0,0.1,0.4,0.1,1.9,0.2
MRPL1,3.4,4,3.3,4.7,2.7,3.7,3.2,3.6,3.8,4,2.7,3.2,3.1,2.8,3.4,3.8,3.2,3.3,3.7,3.6,3.2,3.3,3.3,3.7,4.6,3.2,3.3,2.7,2.8,3.3,3.5,2.8,4.1,3.1,3.3,4.8,3.9,3.5,3,3.3,3.6,4,3.2,3.5,4,3.1,3.3,4.1,3.2,3.3
RP11-175E9.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
ARHGAP8,0.7,0.3,0.7,0.3,0.2,1.2,0.4,0.7,0.3,0.3,1,0.6,0.7,0.7,0.7,0.4,1.2,1.2,0.5,0.5,0.7,0.6,0.3,0.8,0.8,0.7,0.6,0.6,0.9,0.3,0.7,0.5,0.4,0.3,0.6,0.2,0.3,0.3,0.8,0.6,1,0.4,1.2,0.2,0.4,1.4,1.4,0.7,1.2,0.3
LINC00458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCU,2.9,3.9,3.3,3.3,3,4.4,2.9,3.4,3,3,4.1,2.9,4.1,4.1,4.7,3.8,2.8,3.6,3.4,4.4,5.2,3.4,3.5,3.4,3.9,3.6,3.5,2.9,3.3,4.5,3.8,3.5,2.9,4.9,3,3.7,5.1,3.6,4.8,5.2,3.8,4.4,4.5,3.5,3,3.7,3.9,3.8,4.3,4.1
FBXW4,3.8,3.4,4.5,2.8,3.5,3.8,3.5,3.8,2.1,3.5,4.1,4.8,3.4,4,3.7,3.7,3.8,4.3,3.5,3.8,4.7,4.3,3.5,2.9,2.3,4.4,3.6,4.6,4,3.4,4,3.5,3.6,4,3.4,2.7,2.4,3.5,4,3.3,2.7,3.4,3.2,3.1,3.4,4.1,3.1,3.6,2.5,3.7
RP11-204E4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PPIAP3,0.1,0.3,0.9,0.4,0.2,0.2,0.4,0.3,0.4,0.3,0.3,0.3,0.1,0.3,0.3,0.4,0.2,0,0.1,0.6,0.3,0,0.2,0.1,0.1,0.4,0.3,0.5,0.1,0.2,0.4,0.2,0.1,0.2,0.3,0.2,0.5,0.3,0.4,0.2,0.2,0.6,0.5,0.2,0.3,0.1,0.2,0.5,0.4,0.6
PEX6,3.6,5.7,4.8,2.6,3.5,4.7,3,3.6,2.9,3.8,3,3.3,4.1,3.5,3.8,3.7,3.8,3.5,4,4.2,3.6,3.8,3.6,3.2,3.8,4,3.7,4.5,3.2,4.9,4,2.6,4.5,3.8,2.8,2.5,4.9,4.3,3,3.6,4,3.7,3.8,3.3,2.1,3.4,3.3,4.4,3.6,4.5
DCHS2,0,0,0,0,0.2,0.1,0,0,0.1,0,0,0,0.2,0.1,0,0,0,0,0.2,0,0.1,0,0.1,0.1,0,0.1,0.1,0,0.1,0.1,0,0,0,0.1,0,0,0,0,0.2,0.4,0,0,0.6,0.2,0,0,0,0,0,0.2
ACTL7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ULBP2,0.7,0.5,0.4,1.2,1.4,0.3,2.1,0.3,2.8,0.3,0.4,1,2.3,0.7,0.8,0.5,1.2,0.3,1.1,1.1,0.5,0.7,2,1.9,0.7,0.9,0,0.6,0.2,0.4,0.4,1.4,2.3,0.8,1.6,1.1,0.5,0.8,1.9,2.4,1.6,1,2,3.2,1,1.1,1,0.4,1.3,4.1
IMPDH1,4.1,4.9,4.5,3.5,4.7,4.6,4.3,3.4,4.8,4.3,4.4,5,5.2,4.6,5,4.2,4,4.2,4.8,4.5,5.4,4.5,4.1,4.2,4.1,4,3.3,4.5,3.1,4.6,3.5,4.6,4.3,3.4,5,3.1,3.4,4.1,4.3,4.4,4.1,4.5,5.4,3.8,5.5,4.1,5.6,3.2,3.9,3.9
SLC39A8,3.7,2.7,4.3,2.9,4.1,3,3.9,2,3.9,5,3.1,4.3,4.2,5.2,5.6,4.9,5,5.4,3.7,3.6,4.6,3.9,4.9,3.9,3.3,5.3,6.1,4.5,5.5,4.2,3.7,6.9,2.8,4.7,4.2,4.1,2.7,2.1,4.4,2.6,3.4,4.3,2.1,3.1,5,5.3,3.7,4.2,2.8,3.2
AC108713.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DOCK4-AS1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0
RP11-267C16.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-272G22.3,0.2,0.9,1.2,0.5,0.3,0.8,0.5,0.1,0.8,0.3,0.5,0.3,0.3,0.4,0.1,0.3,0.5,0.3,0.2,0.7,0.9,0.2,0.3,0.2,0.6,0.7,0.1,0.1,0.3,0.6,0.5,0.2,0.7,0.5,0.2,1.1,0.8,0.6,0.5,0.4,0.7,0.8,0.2,0.6,0.9,0.3,0.3,0.5,0.1,0.9
RNU1-76P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RBFOX3,0,0,0,0,0,0.1,0,0.2,0.2,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-1148L6.5,3.9,4,3.9,3.7,3.4,2.1,2.9,3.1,3.2,2.8,3,1.9,3.6,3.4,3,3.3,4.1,2.9,3.3,3.7,3.7,3.4,3.8,3.7,3.1,3.4,3.6,4,3.7,4.1,3.5,3.7,3.3,3,3.1,2.7,4,4.3,4.5,4.1,2.8,3.7,2.9,4,3,3.7,3.6,3.7,3.1,3.7
AC007967.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VWA5A,3.2,2.4,2,2.5,3,2.9,3.5,1,2.4,3.2,2.9,3.1,3.1,4.1,3.6,3.9,2.8,3.2,2.5,3.4,2.8,3.4,3.3,3.2,2,3.1,3.7,3.2,3.9,1.5,3.9,3.4,3.5,4.1,2.6,3.2,0.4,2.5,3.6,2.4,2.8,2.8,2.1,4.3,2,2.9,2.3,2.6,1.8,3.1
FER1L6-AS1,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
UNC5C,0.6,0.3,0.7,0.4,2.1,0.3,0.8,0.5,0.9,0.1,0.3,0.4,0.8,0.7,0.3,0.4,0.7,0.6,1.5,0.7,0.2,0.4,0.7,0.3,0.2,0.6,0.7,0.3,1,0.4,0.5,1,0.4,0.9,1.2,0.4,0.2,0.5,0.9,0.4,1.3,0.8,0.4,2.2,0.3,0.8,0.6,0.2,0.8,1.1
MTTP,0,0,0.2,0.6,0.1,0.2,0,0.5,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,1,0,0.1,0,0,1.5,0.7,0.1,0.5,0,0.1,1.1,0.1,0,3.9,0.3,0.1,0.2,0.2,0.1,2.4,0,0.1,0,0.1,0.6,0,0,0.1,0.1,0,0.1,0.1,0.2
RP11-390F4.2,0,0.3,0,0.1,0,0.2,0,0.3,0,0.5,0,0.2,0,0,0.1,0.4,0.1,0.1,0.1,0.2,0.1,0,0,1.6,0.3,0,0.6,0.2,0,0.1,0.1,0,0.3,0.2,0,0.3,0.1,0.7,0.3,0,0.2,0.1,0.4,0,0,0.2,0.1,0.5,0.5,0.1
SDHAP3,5.8,3.3,4.7,3.6,2.7,1.9,2.9,1,1.2,2.3,3.5,4,3.6,2.7,2.7,2,3.9,5.4,4.6,2.7,2.7,3.1,4,4.3,3.2,4.4,2.9,3.9,3.4,4,2.5,3.4,2.5,1.6,2.8,5.2,2.8,1.4,4.2,3.7,3.1,3.9,4.2,1.9,0.6,3.9,4.4,3.3,3.4,2.8
YTHDF1,4.6,5,4.3,5.7,4.1,4.5,4.5,4.6,4.2,3.9,4,4.3,5.4,4.2,4.4,4.3,7.1,4.4,4.3,4.8,5.4,4.2,4.9,5.1,4.9,4,4.6,5.1,4.3,5,4.4,4.1,4.8,4.2,4.3,3.8,3.8,4.4,4.6,5,5.1,4.8,5.1,4.5,4.3,4.6,5.6,4.1,4.3,4.9
DPY19L4,2.2,2.6,2.5,2.9,2.2,2.3,2,2.3,2.6,2.5,1.7,1.8,2.4,2,1.9,2.5,3,2.5,2.7,2.9,2.7,2.5,2.9,3.1,3.2,2.4,3.1,1.5,2.7,3.1,2.6,2.1,2.9,2.9,2.6,3.4,2.2,3.2,2.9,3.5,2.6,2.7,3.1,2.3,2.3,2.8,2.6,2.5,3.2,2.5
SENP2,2.3,3.4,2.8,3.7,2.5,3.1,2.2,3.8,3.9,2.3,2,2.2,2.7,2.5,2.5,2.9,2.6,2.4,3.2,2.5,3.4,3.4,2.8,4.1,3.2,2.9,3.2,3.3,3,2.7,3.1,2.6,2.5,2.9,2.3,1.9,2.3,2.1,3.5,2.8,2.8,3.4,4.1,2.5,2.3,2.9,2.6,2.7,3.4,3.3
RP11-269G24.7,0,0.1,0.5,0.4,0.2,0.3,0.4,0.8,0.2,0,0.7,0,0.6,0.1,0.5,0.3,0.4,0.4,0.7,0.9,0.5,0.3,1,0.5,0.2,0.9,0.9,0.8,0.5,0,0.3,0.3,0,0,0.5,0,0.7,0.1,1.6,1.2,0.9,1.1,1.3,0.5,0.1,0.3,0.7,0.1,0.2,0.7
CYFIP2,3.1,0.4,2,2.1,2.5,3.1,2.2,3,2,2.3,2.2,2.2,2.1,2.9,2,3.1,3.8,2.6,2.1,2.5,1.6,3.1,2.9,3.8,1.6,2.7,3.7,4.5,3.5,2.3,3.4,2.8,1.8,3.5,2.5,1.8,0.3,0.7,2.5,1.4,1.2,2.6,1.2,3.2,2.1,2.9,0.4,3.1,2.5,1.4
IGHD1-7,0,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,1.2,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0.9,0,0,0,0,0,0,0
NXF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-403I13.4,0,0.2,0.1,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0
CPXCR1,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.3,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.3,0.1,0.2,0,0.1,0,0
CTC-428G20.2,0.1,0,0,0.1,0,0.1,0.2,0.2,0,0,0.1,0,0.1,0.3,0.3,0,0.1,0.1,0.3,0.2,0.1,0.1,0.3,0.7,0,0.1,0.4,0.1,0.4,0,0.3,0.1,0.1,0.1,0.1,0,0.2,0,0.2,0.1,0.2,0.2,0.3,0.2,0,0.4,0.1,0,0,0.2
MAGEA9B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC123023.1,0,0.2,0,0,0.3,0,0.1,0.1,0,0,0,0.1,0.1,0,0.3,0,0.2,0,0.1,0,0,0.1,0.2,0.3,0.3,0,0.2,0,0.2,1,0,0.2,0.1,0.1,0,0.2,0,0,0.1,0.2,0,0,0,0.1,0.1,0.1,0,0,0.1,0
RP1-111C20.3,0.6,0.2,0.2,0.2,1.2,0,0.6,0.1,0.2,0,1.1,0.3,0.4,1.1,0.9,0.3,0.5,0,0.8,0,0,0,0.3,0.2,0.6,0.3,0,0.7,0,0.1,0.1,0.7,0.1,0.3,0.3,0.6,0,0,0.5,0,0.2,0.7,0,0.1,0.3,0.1,0.1,0.3,0,0.7
RP11-689B22.2,0.1,1.2,1.1,0.6,1,0.5,0,0.2,0.6,0.1,0.5,0.2,0.4,1.1,0.2,0.3,0.8,0.3,0.6,0.2,0.3,0.1,0.3,0.6,0.5,0.1,0,0.4,0.5,0.7,0.2,0.1,0.1,1.1,0.5,0.6,0.2,0.2,0.2,0.3,0.4,0.2,0.1,0.2,0.2,0.4,0,0.1,0.5,0.4
ARMC4,0,0.1,0.4,0.1,0.1,0.2,0.2,0.2,1.1,0.1,0.1,0.1,0.5,0.4,0.1,0.1,0.2,0.3,1.1,0.4,0.1,0,0.6,0.1,0.1,0.7,0.5,0.1,1.7,0.2,0,0.2,0.3,2,0.4,0.7,0.5,0.1,0.9,0.1,0,0.2,0.2,0.1,0.3,0.8,0,0.1,0,0.6
ANKRD7,0,1,0.1,0.2,0.2,0.2,0.1,0.7,0.7,0.3,0,0.4,0.5,0,0,0.3,0,0.1,0.4,0.1,0.1,0.2,0.9,0.3,0.5,0.3,0.1,0.1,0.1,0.3,0.2,0.1,0,0.1,0,0,0.6,0,0.1,0.1,0.4,0.2,0.3,0.1,0.5,0.1,0,0,0.1,0.1
RP5-1142A6.10,0.2,0.3,0.4,0.4,0.6,1.1,0.3,0.3,0.5,0,0.5,0.2,0.2,0.5,0.5,0.2,0.8,0.2,0.5,0.5,0.2,0.3,0.4,0.6,0.1,0.8,0.3,1,0.1,0.2,0.1,0.2,0.3,0.4,0.5,0.1,0.3,0.2,0.3,0.2,0.6,0,0.5,0.3,0,0.3,0.3,0.4,1.7,0.3
AC005550.3,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,0.2,0,0,0,0.1,0,0,0,0,0,0,0,0,0
SLIT1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RN7SKP78,0,0,0.1,0,0,0,0,0,0,0,0.2,0,0.1,0.1,0,0,0.1,0,0.1,0.1,0.2,0,0,0.1,0.8,0.2,0,0.1,0,0,0,0.3,0,0,0.3,0,0.3,0,0.1,0.1,0.1,0.1,0.1,0,0,0,0.2,0.1,0.2,0
RNU2-31P,0,0,0,0,0,0,0,0,0.3,0,0.3,0,0,0,0,0,0,0,0,0,0.1,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.2,0,0,0.1
KRT18P33,0,0,0.2,0.1,0,0.1,0.2,0.1,0,0,0,0,0,0,0,0.2,0,0.1,0,0.1,0.1,0,0,0,0.2,0.1,0,0,0,0.1,0,0,0,0,0,0,0.2,0.3,0,0,0,0.3,0.1,0,0,0,0.1,0.1,0,0.1
CTD-2061E9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0
TSPY10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LINC00564,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.1,0
ARHGEF11,3.3,2.4,3.9,3.1,3.3,3.4,2.7,3.3,3.3,2.4,3.6,2.8,4.2,3.5,3.7,3.5,3.5,3.5,2.7,3.5,4.2,3.7,3,3.6,1.9,3,2.9,3.7,2.9,3.2,3.7,3.3,3.5,3.1,3,1.7,3.3,2.3,4.2,3.1,3,2.9,4,3.1,2.4,3.7,3.5,3,3.4,3.3
RP11-314A15.3,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GOLGA1,2.3,2.2,2.6,2.3,2.3,2.4,2.3,2,2,1.9,2.5,2.2,2.4,2.7,2.7,2.6,2.4,2.5,2.6,2.9,3.2,2.5,2.7,2.3,1.8,2.6,2.7,2.4,2.4,1.7,2.5,2.4,2,2.7,2.4,1.4,2.5,2.3,3.2,2.9,2.9,2.2,3,2.6,1.7,2.6,2.7,2.6,3,3
