,TCGA-56-5898-01,TCGA-92-8064-01,TCGA-63-A5MG-01,TCGA-22-4596-01,TCGA-37-4130-01,TCGA-43-5668-01,TCGA-56-7582-01,TCGA-63-A5MN-01,TCGA-39-5030-01,TCGA-22-5472-01,TCGA-XC-AA0X-01,TCGA-60-2721-01,TCGA-34-5239-01,TCGA-77-8131-01,TCGA-94-8490-01,TCGA-66-2782-01,TCGA-21-1082-01,TCGA-85-A511-01,TCGA-52-7812-01,TCGA-90-7769-01,TCGA-NC-A5HG-01,TCGA-NC-A5HI-01,TCGA-56-7580-01,TCGA-18-3416-01,TCGA-85-7950-01,TCGA-56-8622-01,TCGA-22-5482-01,TCGA-18-3408-01,TCGA-63-A5MI-01,TCGA-66-2777-01,TCGA-85-8070-01,TCGA-77-8136-01,TCGA-66-2778-01,TCGA-98-A53H-01,TCGA-66-2787-01,TCGA-66-2783-01,TCGA-85-8351-01,TCGA-77-8140-01,TCGA-22-A5C4-01,TCGA-85-8287-01,TCGA-NC-A5HH-01,TCGA-NK-A7XE-01,TCGA-37-4135-01,TCGA-58-A46M-01,TCGA-94-A5I4-01,TCGA-37-3792-01,TCGA-98-A53A-01,TCGA-39-5011-01,TCGA-39-5022-01,TCGA-77-8128-01
TMEM256,4.8,4.7,4.6,4.8,8.3,4.5,4.6,4.4,4.6,4.4,3.9,4.1,4.1,4.9,3.6,5.2,4.9,4.6,3.9,6.1,4.8,5,4.5,4.2,4.1,4.3,4.5,5.6,5.1,5.1,5.5,4.3,6.9,4.9,5.7,4.2,4.7,4.5,5.1,4.3,6.9,5.2,7.5,4.2,4.9,5.6,4.3,6.1,4.8,4.3
RP11-182J23.1,0,0.2,0.1,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0.4,0,0.5,0,0.1,0.2,0,0,0.2,0,0.1,0,0.1,0.1,0.1,0,0.3,0.1,0.1,0,0.5,0,0,0.3,0.1,0.1,0.4,0.1,0.1,0.4,0.2,0,0,0.1,0,0
HNRNPDLP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-432M8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AJUBA,4.8,4.8,3.5,2.6,2.9,3.3,2.7,2.2,3,3.9,3.3,5.1,3.3,2.7,4.9,3.6,3.8,3.2,2.2,2.1,5.5,3.6,4.9,3.9,4.1,4.1,3.4,3.8,4.4,3.1,2.9,4.2,2.7,2.7,1.7,3,3.8,3.3,3.4,4,3.4,2,2.6,4.2,3.7,2.1,2.8,3.4,2.6,4.6
RP11-6D1.3,0,0,0,0,0,0,0,0,0.1,0,0.1,0.1,0,0,0.1,0.1,0,0.2,0,0,0,0.1,0.1,0,0.2,0,0,0,0.2,0.3,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0,0.4,0,0.2,0.2,0.1,0,0.1,0,0,0.1
MTND2P22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SHOC2,3.3,3.3,3,4.2,3.3,3.2,3.4,3.9,3.4,3.5,3.4,3.7,3.6,3.7,3.5,3.1,3,3.7,3.6,3.2,4,3.2,3.1,2.8,3,3.5,3.4,4.3,3,3.6,3.1,3.3,4,3.7,3.6,3,3,2.7,3.5,3.7,3.7,2.6,3.2,3.3,2.8,3.7,2.8,3.2,3.6,3.5
RP11-110I1.5,1.3,1.7,2.4,1.7,1.3,1.8,1.8,2.3,1.3,1,2.7,2.1,1.3,0.5,1.7,1.9,1.9,1.8,0.5,0.7,1.2,1.8,1.1,2.7,1.1,1.7,0.9,1.7,2.5,1.3,1.9,1.7,0.4,2.4,2.1,0.7,1.5,1.6,2.2,1.9,1.5,0.8,0.5,1.9,2.2,2.1,2.3,1.7,0.5,0.9
BTF3L4P1,0.1,0,0.1,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0.3,0.1,0.2,0.3,0.2,0.2,0.2,0.1,0.4,0.2,0.1,0,0.3,0,0.1,0.2,0.1,0.2,0.5,0.5,0.4,0.2,0.1,0.2,0.1,0.4,0.3,0.3,0.4,0.6,0.4,0.3,0.2,0.2,0.3,0.1,0.2
FGFR3,5.1,4.5,7.6,2,4.6,3.8,4,0.7,4.7,5.5,4.4,6.3,4.8,4,4.4,5.3,5.9,5,0.6,4.8,6,6.9,6.9,5.3,4.1,5.8,5.1,2.4,7.6,4,2.2,6.2,4.4,3.6,2.5,3.9,6,7.2,5,5.5,3.3,5,0.4,4.1,4.5,0.9,6.1,2.1,2.5,5.3
PLEKHG7,0.2,0.1,1.5,0.7,0.3,0.1,0.2,0.3,0.4,1.4,0.7,1.4,0.4,0.1,0.1,0.1,0.9,0.5,0.1,0,0,0.8,0.9,0.4,0.6,0.1,0,0.3,1.1,0.2,0.3,0.5,0.3,2.1,0,0.5,0.2,0.4,0.3,0.8,0,0.6,0.4,0,0.1,0.3,0,0.2,0.5,0
SREBF1,4.2,4.7,4.4,4.2,2.8,5,4.9,4.4,4.1,3.9,4.2,4.5,4.6,4.5,4.3,3.8,4.8,5.2,3.6,4.9,3.8,4.8,5.1,5.3,4.4,3.3,4.5,2,3.9,4.6,5.2,4.3,4.6,4.3,3.7,4.4,4.5,5.3,3.4,3.9,4.3,4.3,3.4,4.3,4.5,4.4,4.2,4.7,4.6,4.8
OR10A6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGAM1P10,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1
UHRF1,1.8,3.6,2,1.6,1.4,1.6,2.9,1.9,2.8,2.4,1.9,2.3,3.2,2.1,2.7,2.1,4.2,2.9,4.3,2.6,2.5,2.9,3.3,3.4,3.6,1,2.2,0.7,2.8,2.2,2.4,3,1.7,1.7,2.9,3.1,2.8,2.2,2.9,2.5,3.4,2.2,1.6,3.2,3.4,2.7,2.9,2.3,2.4,3.4
CSAG1,0,0.1,0.1,0,6.3,4.6,0,4.4,1.3,0,0.1,0.4,0.1,0.6,0.1,0.2,0.1,0.1,0.1,0,0,2.7,0,0,3.9,4,0.1,0,5.4,4.3,6.3,2.5,8.1,0,0,0,0.3,5.4,0,1.2,0.7,0.1,5.7,4.5,0.1,0.3,0.1,0.2,1.1,0.2
TBC1D3P1-DHX40P1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-296K13.4,0.1,0,0,0,0,0.1,0.1,0.1,0,0.1,0.2,0,0.1,0,0.1,0.1,0.1,0.1,0,0,0.3,0,0,0,0,0,0,0.1,0.1,0.1,0.2,0,0,0,0.1,0.1,0.1,0.1,0.1,0,0.1,0.1,0,0.1,0,0,0,0,0,0
GZMM,1.3,2.8,1,2.6,4.9,2.7,0.6,2.5,3,1.3,1.3,2.6,2.1,3.1,0.9,1.7,1.5,1.7,2.4,0.4,0.2,1,1,2.8,2.1,0.6,0.5,0,0.4,1.4,0.5,2.1,1.4,2.3,2.2,1.7,0.7,1,2,2.4,1,1.1,1.6,2.4,0.4,2.6,1.4,2.7,3,0.6
EGFL8,0.3,0.5,0.8,0.3,0.4,0,0.2,0.6,0.3,0.4,1.3,0.6,0.5,0.4,0.8,0.6,1.4,0.8,0.1,0.2,1.1,1.1,0.8,0.8,0.3,0.6,0.2,0.2,0.6,0.1,0.7,0.4,0.1,1.1,0.3,0.1,0.4,1,0.8,0.9,0.6,0.5,0.4,0.5,1,0.6,1.2,0.2,0.2,0.5
AC025811.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0
CTC-431G16.2,0.4,0.2,0.1,1.4,0.5,0.8,0,0.1,0.1,0,0.1,0,0,0.1,0,0,0.2,0.1,2.8,0,0.2,0.2,0.1,0.1,0.1,0,0,0.2,0.5,0,0,0.1,0,0.1,0,0,0,0.3,0.4,0,0.1,0.1,0.4,0,0.1,0.3,0,1.2,0.3,0
IGKV3-11,6.3,10.1,10.9,9.5,9.9,9,6.9,11.3,10.7,3.8,9.4,9.2,9.2,8.8,5,9.1,10,9.2,7.4,6.4,3.9,7.1,7.3,8.8,4.9,9.2,7.1,9.7,6.8,7.1,7,9.2,7.6,8.5,8.9,9.8,3.2,7.7,5.8,11.4,6.5,2.1,8.2,7.4,6.4,7.3,7.6,7.6,11.5,5.1
RP11-780M14.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FLNC,1.3,1.1,1,1.8,0.5,0.7,0.9,2.4,1.2,0.9,2.2,0.8,2,1.1,2.2,0.8,0.7,1.6,0.5,0.2,0.4,0.2,0.9,0.1,1.4,1.1,1.2,0.2,0.8,1.3,0.3,1.9,0.3,2.7,0.9,0.6,1.1,1,0.6,1.7,0.5,1.1,0.4,0.9,0.6,0.5,0.6,1.8,1.4,1.8
LINGO4,0.1,0,0.1,0.1,0,0.2,0,0.1,0,0,0.1,0,0,0.2,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0.1,0,0.1,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,1.2,0
RP11-380O24.1,0.2,0.1,0.2,0.1,0.2,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.7,0.1,0.2,0.1,0.2,0.1,0.2,0,0.1,0.1,0,0.1,0.3,0.3,0.2,0,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.1,1,0.2,0.3,0.1,0.3,0.1,0.1,0.1,0.2,0.2
AC013409.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
RP11-262A16.1,0.3,0.1,0.1,0,0.1,0.2,0.1,0.1,0.1,0.4,0.1,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0,0,0.7,0,0.4,0.1,0.2,0.3,0.1,0.1,0.4,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,1.2,0.2,0.1,0.1,0.1,0,0.2,0.1,0.1,0,0.2,0.3
HIGD1AP16,0,0,0.1,0.2,0.2,0.2,0.1,0,0.4,0,0.1,0.2,0.1,0.2,0,0.2,0.3,0.3,0.1,0.2,0,0,0.2,0,0,0,0,0.1,0.1,0,0.6,0,0,0.1,0,0,0,0.5,0,0.1,0.3,0,0.1,0.1,0.1,0.1,0.1,0,0,0.3
C1QBP,4.7,5.5,4.7,4.5,7,4.6,5.6,4.3,4.8,4.9,5,4.9,5.2,4.5,4.9,5.7,5.2,5.5,4.9,6.8,5.3,5,6.2,5.8,6,4.3,5.9,6.3,5.7,5.4,5.4,4.4,6.2,4.7,6.5,4.8,6.2,5.1,5.2,4.5,6.9,5.5,6.7,5.3,5.3,5.5,5.1,6.1,5.1,5.1
RNU6-915P,0,0,0,0.5,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0.5,0,0,0,0.3,0.2,0.3,0.3,0,0.2,0.3,0.5,0,0,0,0,0,0,0,0,0,0,0,0.7,0,0,0.5,0,0,0.3,0,0,0
IGKJ1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RLIMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-71H17.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPA2,3.6,4.6,4.5,5.1,5.9,5.2,3.8,4.7,5,4.6,3.9,4.8,4.7,4.6,3.3,5.1,5.3,4.4,4,4.5,4.4,4.7,4.4,5.3,5.2,4.9,4.7,4.6,4.9,4.4,5.1,5.3,6,4.4,4.3,4.9,4,4.5,4.8,4.8,5.3,4.2,6.2,4.1,4.4,5,4.9,5.5,4.7,4.5
HEXDC-IT1,0.1,0.2,0.2,0.1,0.2,0.1,0,0.5,0,0.1,0.4,0.3,0.1,0.1,0.1,0.2,0.3,0.4,0.1,0,0.1,0.2,0.1,0.3,0.2,0,0,0,0.5,0.1,0.2,0.2,0,0.3,0.1,0.1,0,0.2,0.3,0.2,0.2,0.1,0.1,0.3,0.2,0.1,0.7,0,0.1,0.1
FKBP11,2.3,4,4.4,3.9,5.2,3,1.7,4.6,5.1,2,3.3,3.3,3.3,3.1,2.1,3.2,3.8,4,3,1.6,3.8,2.6,3.5,3.4,3,3.4,2.5,2.4,2.4,2.6,3.4,3.3,2.3,3.7,2.8,3.7,2.5,2.7,2,4.3,3.3,2,4.1,2.9,2.2,3.9,3,2.8,4.8,2.5
OVOL3,0.5,0.4,1,0.3,0.2,0.6,0.6,1,0.2,0.3,1.4,0.9,0.5,0.7,0.1,0.9,0.8,0.9,0.1,0.2,1,0.7,0.6,0.3,0.3,0.8,0.3,0.2,0.3,0.7,0.9,0.9,0.4,0.4,0.2,0.8,0.3,0.6,0.7,0.4,0.7,0.5,0.8,0.2,0.9,0.2,1.1,0.2,0.7,0.6
RP11-90E5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP11-247C2.1,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0.1,0,0
RP11-177F15.1,0,1,0.1,0,0,0,0,0,0,0.1,0.1,1.7,0.1,0,0.1,0.1,0.4,0.1,0,0,0,0.7,0,0.3,0.2,0,0,0.3,0.3,0,0.2,0.2,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0.2,0,0,0,0,0,0.1
IGHV3-66,1.7,6.2,6.2,3.7,6,3.8,0.5,6.4,7.2,0.1,3.4,4.2,5.3,3.6,1.1,4.1,4.6,4.1,1.8,3.2,0.1,3.2,4.4,3.9,1.3,6,2,5,3,0.9,2.5,5.3,1,5,2.5,4.8,0.1,1.7,4.3,4.8,1.7,0.1,3.3,2.2,3.2,2.6,1.8,1.3,7,2
MRPL49P1,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TMEM106A,1.2,2,1.1,2.7,1.7,2.4,0.9,2.8,2.3,1.5,1.4,1.4,1.6,2,0.5,2,1.5,1.7,2.7,0.3,1.8,0.6,1.2,2,1.5,1.1,0.9,1.3,0.6,1.7,1,1.7,1.1,2.1,1.4,1,1.2,1.2,1.4,1.9,0.9,2,1.1,1.3,1.1,3.3,1,1.8,2.3,0.9
AC003666.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CTD-2017D11.1,0.3,0.3,0.3,0.6,0.8,3.1,0.2,0.9,0.6,0.7,1,0.9,1.2,0.4,0.5,0.2,0.8,0.7,1.1,0.6,1.3,1.6,0.6,0.3,0.4,0.1,0.8,0.6,0.5,0.5,0.3,0.6,1.5,1.8,0.9,0.4,1.1,0.6,1,1.5,1.5,1.4,0.8,1.3,1.3,1.6,0.9,1.4,0.6,0.2
RP11-322E11.3,0,0.2,0.1,0.1,0,0,0.1,0,0,0.2,0.3,0.3,0.2,0,0,0.1,0.1,0.2,0,0,0.1,0.2,0.2,0.1,0,0,0.1,0,0,0.1,0,0.3,0,0.2,0.1,0,0,0,0.3,0.1,0.6,0,0,0,0.3,0,0.1,0,0.1,0.1
Xist_exon1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BTF3P15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0
RP11-73B2.6,0.3,0.1,0.4,0.5,0,0.6,0.1,0.3,0.3,0.5,0.3,0.1,0,0.1,0.5,0.7,0,0.3,0.3,0.2,0,0.7,0,0,0,0.4,0,0,0,0.5,0.8,0.1,0.2,0.6,0.2,0,0.3,0,1.6,0.4,0.6,0.1,1.1,0.5,0,0.1,1,0.4,0.1,0.3
PTH2R,0.2,0,0.1,0,0.2,1.9,2.8,0.1,2.2,0.2,0.2,2.4,0.7,0,0.2,0,0.5,2.1,0,1.7,0,0.2,0,0.1,2.3,0.4,1,0.2,2.3,1.5,4,0,0,0.1,0.1,0,0,0,0.1,0.2,0,0,1.7,0.2,3.4,0.1,2.3,0,0.1,2.2
TMED4,4.2,5,4.9,5.3,5,5.9,5,4.9,5.1,4.9,4.9,5,4.3,4,4.6,5.2,4.9,5,5,5.7,5.4,5.3,4.6,4.3,5,5,5.1,5.8,5.2,5.1,5.3,5.5,5.1,4.9,4.4,4.2,5,5.3,5.5,4.9,4.5,5.1,5,4.6,5.1,5.3,5.6,4.8,5.1,5.1
RNU6-656P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IGHV3-33-2,0,0.6,0.5,0,0,0.1,0,0.3,0.5,0,0.3,0.1,0.1,0.1,0.2,0,0,0.2,0.1,0,0.1,0,0.1,0.1,0.3,0.2,0,0.2,0.1,0.2,0.1,0.1,0,0.2,0,0.3,0,0,0.1,0.1,0,0,0,0.2,0,0,0.1,0.1,0.1,0
AC009262.2,0.1,0.3,0.1,0,0.1,0.2,0.3,0.1,0.3,0,0.2,0.8,0.4,0.2,0.4,0.7,0.1,0.4,0,0.1,0.3,0.6,0.2,0,1.4,0.6,0.1,0.2,1.3,0.2,0,0.1,0.4,0.3,0.1,0.1,0.1,0.6,0.6,0.5,0.3,0,0.1,0.3,0.3,0,0.5,0,0.1,0.7
RNU6-235P,0,0,0,0,0,0.3,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOD1L1,2.3,2.2,2.8,1.7,1.6,2.3,2.4,2.4,2.4,1.9,2.4,1.8,2.8,1.7,1.8,1.8,1.8,2.3,1.6,2,1.8,2.1,2.6,1.9,2.7,2.1,1.9,1.8,2.6,1.5,2.5,2.4,0.6,2.3,2.1,1.3,2.7,2.4,3.3,3,2.4,1.4,0.8,1.9,2,1.7,2.1,1.5,1.7,2
RP5-1142A6.7,0,0,0,0,0,0,0,0.1,0,0,0,0.1,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0.1,0,0,0
MAOA,4.8,5,3.6,4.1,1.3,4.3,4.4,3.6,3.3,5.1,4.4,5.5,1.9,3.5,3.8,3.6,4.3,3.1,3.6,4.2,3.7,5.4,4.2,5.6,4.1,4,3.9,5.5,3,4.1,4.5,4.2,5.1,3.5,3.8,4.7,3.5,4.6,4.4,3.6,4.3,5.1,1,4.8,4.1,1,3.7,4.1,3.6,3.7
AL121989.1,0,0.4,0,0,0,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0,0,0,0,0,0,0,0.4,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASTN1,0.4,0,0.1,0,0.6,0,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0.5,0,0.8,0,0,0.2,0,0,0,0,0,0.1,0,0,0,2.6,0,0,0.1,0,0.2,0
AC011738.4,0.4,0.2,0.2,0,0,0,0,0.1,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0,0.2,0.1,0,0,0,0.1,0.1,0,0.4,0.5,0.7,0,0.1,0.2,0.1,0,0,0.4,0,0.4,0.2,0,0.2,0.1,0.2,0.1,0,0.1,0,0,0.3,0.1,0.1,0.1
KRT18P60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0
MEMO1P5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RNA5SP390,0.2,0,0,0,0,0,0,0.7,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CACNA1C-IT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DPPA2P3,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0.1,0,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0.2,0,0,0.1,0,0,0,0.1,0,0.1,0.1,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0.6,0.1,0,0.1,0.2,0,0
RP11-375N9.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0.1,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0.1,0,0.1,0,0.2,0,0.2,0,0.1,0,0,0,0,0
AC018892.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RP3-389A20.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AP000402.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
TRY2P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS3AP12,0,0,0.1,0,2,0,0,0.1,0.1,0,0.1,0,0,0,0,0.1,0.1,0.1,0,0.1,0.1,0.1,0.2,0.7,0,0.2,0,0.3,0.4,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0.2,0,1.5,0.2,0.1,0.1,0,0.6,0.1,0.2
RP11-485F13.1,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0.1,0,1.5,0,0,0,0.9,0,0,0,0,0,0,0,1.1,0.4,0,1,0,0,0,0,0,0,0.5,0,1.3,0,0,0,0,0,0,0.2,0
RP11-343D2.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC9A3,0.8,1.3,1.2,0.5,0.1,0.2,0.7,0.6,0.1,0.9,1.4,0.9,0.4,0.3,2.1,0.5,1.2,0.9,0.4,0.5,0.6,1.8,0.5,0.8,0.4,1.5,4.1,0.3,0.8,0.4,0.8,1.4,0.1,1.1,0.3,1.1,0.1,0.9,1.3,0.4,0.8,0.5,0.1,1,1,0.1,0.9,0.1,0.5,1
RPL23AP78,0,0,0,0,0.1,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0.1,0.3,0.2,0.1,0,0,0.2,0,0
AP000640.10,0.6,0.2,0.3,0.2,0.2,0.5,0.4,0.4,0.2,0.3,0.2,0.4,0.1,0,0.2,0.3,0.3,0.1,0.1,0.1,0,0.1,0.2,0,0,0.3,0.1,0.2,0.1,0.5,0,0.2,0.1,0.2,0.2,0.2,0.3,0,1.3,0.1,0.1,0.2,0.3,0.2,0.1,0.3,0.2,0.2,0.1,0.3
PPP1R37,3,2.5,3.1,2.6,1.4,4.5,1.8,2.7,2.7,3.4,2.6,3.3,2.8,3.2,2.4,3.3,3.2,2.7,3.3,3,2.9,3.3,2,2.1,2.2,4.2,2.7,0.9,2.8,2.2,2.5,3.2,2.7,2.6,2.2,2.8,2.9,2.9,3.8,2.5,2.8,3.7,1.4,2.8,2.7,2.6,3.4,2.7,2.4,2.8
UQCRHP1,0,0,0,0,0,0.2,0,0,0.5,0.2,0,0,0.1,0,0,0,0.3,0,0,0,0.1,0,0.1,0,0,0.8,0.2,0,0,0,0.6,0,0,0,0,0,0.1,0.8,0.1,0.8,0,0,0.1,0.2,0,0.1,0.2,0,0,0.1
RPL10,8.1,8.6,7.6,8,8.9,7.3,7.6,7.8,7.5,7.8,7.2,7.7,7.7,8.3,7,8.6,7.7,7.4,8.4,8.3,8.7,7.6,8.2,7.9,7.2,7.8,7.7,8.8,7.8,7.8,8.3,7.5,8.6,7.8,7.9,8,8.3,7.9,7.8,7.9,9,7.5,9.8,7.6,8.1,8.5,6.5,8.2,8.1,7.5
RN7SKP279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EMC3-AS1,0.3,1,0.7,0.7,0.5,0.8,0.6,0.8,0.6,0.4,0.8,0.7,0.9,0.5,1.2,0.7,2.3,0.9,2,0.8,1.1,1.4,0.7,1.4,0.8,0.2,0.7,0.4,1.2,0.5,0.8,1,0.2,0.7,0.8,0.8,0.7,0.5,1.8,1,1,1,0.7,1.8,0.9,1.3,1.3,0.8,0.6,0.7
SNORD115-48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
